管理NO,問合せ内容,回答内容
3fbd4494-9543-4107-8887-03b481f11211,8/17のエラーを直したい　,"ネットワーク負荷でリモート接続出来ず。社員番号聞いて岡田さんに状況確認してもらい下記回答
8/17（土）のエラーの対処方法とお伺いしていましたが、8/17(土)は設定休で既に日時確定されていました。8/18(日)の対処方法お送りします
8/18(日)　店外開始が押されている様で、エラーとなっています。
詳細の中の店外勤務情報を削除頂ければエラー消えるかと思われます。"
12bb08b0-2b95-426f-8eb4-b11322cb2793,PCのネットワークが繋がらない　社内ネットワークに接続されているのに、169から始まるIPアドレス,BIGIPが接続になっていたので切断。PC再起動後しばらく待って正常に接続されました
8314cc3c-2bb9-4eea-bddf-0edfa49da80b,WebNOA　お客ざま情報の画面が小さい,IEモードの拡大率のリセットしました。正常の大きさで開くようになりました
d16af839-c3d1-4080-944e-bff2545f725e,アテンダントスタッフのPCでZOOMが動かない,個人アカウントでログインされている状態に見受けられる。ログアウトが分からないのでアンインストールし、インストールし直しました。アップデートが走って正常に使える様になりました
47786651-f1c1-4928-8026-45f87c093425,リコープリンタで印刷しようとしていますが、設定が出来ません。,一緒に触ったら設定出来ました
adfe2845-7302-4f74-bec8-05ba6cb020d6,F5は繋がっていますが、サテロクで査定登録が出来ません。写真はサテロク内で撮っています,活用推進森さん談　F5の存在場所（ネットワークの動きAWの中外良く分からない）を変更した為繋がりにくくなっている。　時間ずらしてリトライ頂くようご案内しました
d11a118b-36b2-4095-b2c9-02426fc21a5a,PSQZ02に接続出来ない,\\99.999.999.999\店舗共有で開いて頂くようご案内しました。インポートは\\99.999.999.999で開いて頂くようご案内しました
9df0fa6d-51cf-4381-bc30-6500e4169eaf,ETCセットアップシステムが途中で画面がどっかいってしまう。,まずはPC再起動をお願いいたしました。それでもダメであれば再度ご連絡をお願いいたしました。
6c7eb940-29e2-418a-a075-174537ec6375,端末にてデスクトップのフォルダ（ショートカット）が開かなくなった。,店舗共有フォルダのフォルダでした。リモート接続で確認しながら新しくショートカットを作成し直して頂きました。その他のショートカットについてはご自身で作成し直して頂く事になりました。
538224ba-7442-4ab5-aa82-3c370452c096,スタッフの社用携帯でF5Accessが繋がらないです。接続しようとしても切断になりエラーになります。,ntpWiFiを繋げたらF5Accessが繋がったとのことです。ntpWiFiを切ると繋がらなくなります。社用携帯の月のデータ量を超えてしまったのか？不明ですが一旦様子見となりました。
f47a0b10-50cd-400a-b113-c1eb7200e54b,COMPANYとかが見れない。ネットワークが繋がらない。,"ポケットWi-Fiに繋いでいたようなので「H6...‐L」に繋ぎ直してもらったが、IPアドレスが「169」から始まって治らない。
ネットワークアダプタ削除とネットワーク接続の方法をメールで送信。"
9345f81f-f513-4e8e-a91a-ac5e84e6c498,①8/18　店外勤務情報のエラーが表示　②まちイチ休暇の申請方法,①「詳細」より店外勤務情報を削除していただきました。②ご案内しました。
03824317-1911-4de9-a64b-84ca8ccd23a7,自分の端末からカラープリンタへ印刷したい。,デバイスとプリンターで確認すると既に対象のプリンタは登録されていました（P1068R51:15.169:RSG7200）。プリンタ情報取得、テスト印刷を実施し正常出力をご確認頂きました。
f2938f9a-d7d1-471a-94c3-3350df72ebba,TR153で帳票印刷してて印刷できなくなったから「一時停止」押してもう一度印刷しようとしたら、一時停止解除してから再印刷してくださいと出て解除の仕方が分からない。,ジョブ表示して、プリンターの中にある「一時停止」のチェックを外したら印刷可能になった。
c40240c1-b842-48ba-a1e5-e6d76b42de9e,スタッフのPCにプリンタ、複合機の2台を設定してほしいです。【プリンタ】NEC　MultiWriter 8600　99.999.999.999　「P3046H51」【複合機】Canon　iR-ADV C5535　99.999.999.999　「複合機（車両営業部）」,NECプリンタはai21支援ツールにて、Canonは公式にて設定しテスト印刷も確認できました。
9d7fb571-5401-45d7-8738-1b43027ea190,ai21お客様業務＞活動資料・集計資料作成＞定期抜き出しの「抜き出し処理」後に「プリント処理」から「１：定期」「１：サービスリスト」を出力すると枠無しで印刷される。,「機器情報テーブルメンテ」で確認すると対象端末の出力先プリンタが「P1069F55」になっていた。店舗の端末でお客様業務＞初期セットアップ＞帳票任意プリンタ設定　にて対象端末の任意プリンタ種別を「３」に変更。その後、「抜き出し処理」「プリント処理」を実施し枠付きで印刷される様になりました。※211201-057
6173b5b3-77da-4444-8d5a-0ff586212db5,ai21からSMBを開くと拡大されて表示されるので全面表示されるように直してほしいです。,解像度を1366×768　100%に、インターネットオプション＞詳細設定＞「拡大レベルのリセット」にチェックを入れて解消
bfae60cb-0aba-46dc-bf65-a76a18f34e31,WebNOA『反社会的勢力確認書取得確認』で「取得（注文NO）」を押して開いてきた画面がものすごく小さい。,WebNOAの画面右上にある虫眼鏡のマークを押し、拡大率17％になってましたのでリセットし100%にしました。
2aa41746-3a51-4152-9b43-e3586809e698,"ai21サービス業務で使用する共販部品仕入用バーコードリーダーが故障したようです。
ランプが点きません。USB差し込み口を変えたり、デバイス削除してPC再起動したりしましたがダメです。どうすれば良いでしょうか。","【参考：240604-027】システム活用推進が発注してお渡ししているということです。
現在は在庫を抱えておらず、購入して、現物が届いてからのお渡しになります。
価格は約6,000円とお伝えしたところ、店舗負担で購入すると服部サービス課長がご決断されました。
システム活用推進に連携します。"
